net09 X,net09 Y,net9 X,net9 Y
0,0.5,0,0.4999486404408496
1.000000000000002e-10,0.51,1.000000000000002e-10,0.5000088633658378
1.907681662250005e-10,0.5190768166225831,1.907681662250005e-10,0.5000747213341084
2.907681662250007e-10,0.529076816622583,2.907681662250007e-10,0.5001533151748829
3.907681662250009e-10,0.539076816622583,3.907681662250009e-10,0.5002436917558993
4.907681662250012e-10,0.549076816622583,4.907681662250012e-10,0.5003468492261968
5.907681662250014e-10,0.559076816622583,5.907681662250014e-10,0.5004666205074888
6.907681662250016e-10,0.569076816622583,6.907681662250016e-10,0.5006088932228748
7.907681662250019e-10,0.579076816622583,7.907681662250019e-10,0.5007810603657651
8.907681662250021e-10,0.589076816622583,8.907681662250021e-10,0.5009918067972073
9.453840831120022e-10,0.5945384083112915,9.453840831120022e-10,0.5011263237934299
1.000000000000002e-09,0.6,1.000000000000002e-09,0.5012769486418186
1.100000000000003e-09,0.6,1.100000000000003e-09,0.5015901504222465
1.197710006686003e-09,0.6,1.197710006686003e-09,0.5019291551976443
1.297710006686003e-09,0.6,1.297710006686003e-09,0.5023504183962452
1.397710006686003e-09,0.6,1.397710006686003e-09,0.5028567205086835
1.497710006686003e-09,0.6,1.497710006686003e-09,0.5034548762384258
1.597710006686004e-09,0.6,1.597710006686004e-09,0.504148453439257
1.697710006686004e-09,0.6,1.697710006686004e-09,0.5049385621941731
1.797710006686004e-09,0.6,1.797710006686004e-09,0.5058241426932208
1.897710006686005e-09,0.6,1.897710006686005e-09,0.5068023370519008
1.997710006686005e-09,0.6,1.997710006686005e-09,0.5078687880362145
2.097710006686005e-09,0.6,2.097710006686005e-09,0.5090179429169098
2.197710006686005e-09,0.6,2.197710006686005e-09,0.5102433815282681
2.297710006686005e-09,0.6,2.297710006686005e-09,0.5115380690102829
2.397710006686006e-09,0.6,2.397710006686006e-09,0.5128946617554148
2.497710006686006e-09,0.6,2.497710006686006e-09,0.5143056854080997
2.597710006686006e-09,0.6,2.597710006686006e-09,0.5157637819423324
2.697710006686006e-09,0.6,2.697710006686006e-09,0.5172618051917285
2.797710006686006e-09,0.6,2.797710006686006e-09,0.5187929990480205
2.897710006686007e-09,0.6,2.897710006686007e-09,0.520351020463565
2.997710006686007e-09,0.6,2.997710006686007e-09,0.5219300563292594
3.097710006686007e-09,0.6,3.097710006686007e-09,0.5235247925304924
3.197710006686008e-09,0.6,3.197710006686008e-09,0.5251304842607309
